Humidity,Gaming_Hours,Physical_Activity_Hours,Age,Screen_Time_Hours,Source,Step_count,Quality of Sleep,User_ID,Stress_Level,Occupation,Support_Systems_Access,Stress Level,Mental_Health_Status,Temperature,Gender,Sleep Duration,Work_Environment_Impact,Sleep_Hours,Physical Activity Level,Person ID,Technology_Usage_Hours,Online_Support_Usage,Social_Media_Usage_Hours,Unnamed: 8
,1.57,7.31,53,14.05,tech.csv,,,USER-00199,Medium,,No,,Excellent,,Female,,Negative,4.58,,,3.09,Yes,0.34,
,3.21,7.98,18,4.41,tech.csv,,,USER-00200,Medium,,No,,Excellent,,Other,,Negative,5.4,,,3.92,Yes,2.44,
,3.29,3.94,31,14.63,tech.csv,,,USER-00201,Medium,,No,,Fair,,Male,,Negative,6.89,,,7.62,No,4.04,
,1.45,0.45,56,7.72,tech.csv,,,USER-00202,Medium,,Yes,,Good,,Female,,Negative,7.66,,,11.24,No,2.4,
,2.66,7.55,64,14.9,tech.csv,,,USER-00203,Low,,No,,Fair,,Female,,Neutral,7.97,,,7.69,No,7.3,
,1.76,9.03,52,12.67,tech.csv,,,USER-00204,High,,Yes,,Fair,,Male,,Neutral,8.22,,,6.85,Yes,6.18,
,0.66,8.69,21,11.48,tech.csv,,,USER-00205,High,,No,,Good,,Male,,Negative,7.33,,,10.83,No,0.73,
,3.73,5.61,64,14.6,tech.csv,,,USER-00206,High,,Yes,,Good,,Other,,Negative,8.38,,,8.35,No,2.72,
,1.03,3.86,29,6.54,tech.csv,,,USER-00207,Low,,No,,Excellent,,Male,,Neutral,4.31,,,8.84,Yes,5.93,
,0.03,0.15,36,1.38,tech.csv,,,USER-00208,Low,,Yes,,Excellent,,Male,,Neutral,6.9,,,1.14,No,6.57,
,2.79,9.36,62,1.74,tech.csv,,,USER-00209,Low,,Yes,,Poor,,Other,,Positive,6.18,,,5.84,Yes,6.76,
,2.3,6.08,60,14.98,tech.csv,,,USER-00210,Low,,No,,Fair,,Male,,Neutral,4.31,,,8.33,Yes,1.05,
,1.66,8.93,39,6.33,tech.csv,,,USER-00211,Medium,,No,,Poor,,Male,,Neutral,7.03,,,7.67,No,3.24,
,0.49,2.36,27,7.6,tech.csv,,,USER-00212,High,,Yes,,Fair,,Female,,Negative,4.93,,,6.45,Yes,1.11,
,3.73,8.35,47,1.97,tech.csv,,,USER-00213,Medium,,Yes,,Good,,Female,,Neutral,7.98,,,11.47,No,3.18,
,0.26,3.19,40,3.24,tech.csv,,,USER-00214,High,,Yes,,Fair,,Other,,Neutral,6.18,,,10.71,No,4.11,
,4.44,9.2,58,1.97,tech.csv,,,USER-00215,Low,,Yes,,Good,,Female,,Negative,7.92,,,11.61,No,2.12,
,3.46,6.89,30,9.58,tech.csv,,,USER-00216,High,,Yes,,Excellent,,Male,,Positive,6.31,,,8.15,Yes,5.74,
,2.66,9.46,36,4.29,tech.csv,,,USER-00217,Medium,,Yes,,Fair,,Other,,Neutral,4.38,,,5.83,No,1.55,
,4.17,6.54,39,2.73,tech.csv,,,USER-00218,Low,,Yes,,Poor,,Female,,Negative,4.83,,,4.56,No,1.28,
,4.48,3.41,52,2.04,tech.csv,,,USER-00219,High,,Yes,,Poor,,Male,,Neutral,5.92,,,10.61,No,4.53,
,0.45,9.29,42,12.93,tech.csv,,,USER-00220,High,,Yes,,Good,,Other,,Negative,4.63,,,3.86,Yes,2.75,
,3.47,5.73,22,7.56,tech.csv,,,USER-00221,Medium,,Yes,,Excellent,,Male,,Neutral,8.89,,,10.82,Yes,1.88,
,0.43,1.67,52,7.97,tech.csv,,,USER-00222,Low,,Yes,,Good,,Female,,Negative,5.5,,,5.16,Yes,6.61,
,4.91,6.72,55,5.24,tech.csv,,,USER-00223,Medium,,Yes,,Fair,,Other,,Neutral,5.0,,,9.9,No,3.86,
,1.45,1.55,38,8.03,tech.csv,,,USER-00224,Low,,Yes,,Fair,,Female,,Neutral,7.71,,,5.69,Yes,0.3,
,1.08,9.35,38,10.59,tech.csv,,,USER-00225,High,,Yes,,Good,,Female,,Neutral,8.63,,,7.1,No,3.08,
,2.26,3.8,49,2.54,tech.csv,,,USER-00226,Low,,No,,Poor,,Female,,Positive,4.64,,,8.78,No,7.33,
,3.26,8.64,42,4.86,tech.csv,,,USER-00227,Low,,No,,Poor,,Male,,Negative,5.7,,,3.78,Yes,7.54,
,3.97,8.71,25,7.5,tech.csv,,,USER-00228,Medium,,No,,Fair,,Male,,Positive,4.76,,,5.21,No,6.92,
,2.09,9.62,36,5.4,tech.csv,,,USER-00229,High,,Yes,,Excellent,,Other,,Positive,7.17,,,5.34,No,1.39,
,4.93,8.6,45,4.75,tech.csv,,,USER-00230,High,,No,,Good,,Female,,Negative,7.16,,,6.31,No,7.16,
,3.42,5.27,23,12.37,tech.csv,,,USER-00231,High,,No,,Good,,Other,,Neutral,8.42,,,7.35,Yes,4.04,
,4.4,3.27,60,10.55,tech.csv,,,USER-00232,Medium,,No,,Fair,,Male,,Negative,7.21,,,1.82,No,2.27,
,4.82,3.56,64,10.13,tech.csv,,,USER-00233,Low,,Yes,,Fair,,Other,,Positive,4.5,,,2.53,Yes,4.1,
,2.2,8.77,44,3.99,tech.csv,,,USER-00234,Medium,,No,,Good,,Female,,Neutral,5.26,,,5.14,No,5.82,
,1.83,8.55,34,1.64,tech.csv,,,USER-00235,Low,,Yes,,Excellent,,Male,,Positive,6.19,,,7.02,No,3.56,
,0.89,0.54,33,14.33,tech.csv,,,USER-00236,High,,No,,Good,,Other,,Negative,6.91,,,9.24,No,6.93,
,0.14,2.05,26,9.08,tech.csv,,,USER-00237,Medium,,Yes,,Fair,,Male,,Neutral,4.05,,,3.28,Yes,3.44,
,3.59,8.9,49,14.3,tech.csv,,,USER-00238,Medium,,No,,Excellent,,Male,,Negative,7.6,,,8.04,No,3.1,
,3.0,2.86,44,9.94,tech.csv,,,USER-00239,Medium,,No,,Poor,,Female,,Negative,7.04,,,7.91,Yes,3.52,
,0.4,4.51,37,14.61,tech.csv,,,USER-00240,Low,,No,,Good,,Male,,Positive,6.79,,,5.2,Yes,4.55,
,2.2,2.47,28,5.29,tech.csv,,,USER-00241,High,,No,,Poor,,Male,,Neutral,4.22,,,1.83,No,3.68,
,2.64,7.95,41,8.62,tech.csv,,,USER-00242,Medium,,No,,Good,,Other,,Positive,4.02,,,4.15,Yes,3.44,
,3.3,3.23,26,1.46,tech.csv,,,USER-00243,Low,,No,,Poor,,Male,,Negative,5.18,,,3.61,Yes,3.2,
,1.18,8.7,59,3.83,tech.csv,,,USER-00244,Medium,,Yes,,Poor,,Male,,Negative,5.12,,,4.99,Yes,7.07,
,2.52,0.2,43,10.49,tech.csv,,,USER-00245,High,,No,,Fair,,Other,,Neutral,5.89,,,7.72,No,5.92,
,4.31,1.89,40,3.29,tech.csv,,,USER-00246,Low,,Yes,,Good,,Female,,Positive,8.53,,,4.46,Yes,2.06,
,4.11,2.2,55,2.84,tech.csv,,,USER-00247,Low,,No,,Good,,Male,,Negative,7.81,,,6.07,Yes,6.88,
,2.8,9.53,56,10.84,tech.csv,,,USER-00248,High,,No,,Poor,,Other,,Positive,5.68,,,6.92,Yes,4.58,
,3.05,8.31,50,10.61,tech.csv,,,USER-00249,Low,,No,,Fair,,Male,,Positive,5.74,,,11.74,No,2.44,
,3.2,0.26,46,8.24,tech.csv,,,USER-00250,High,,No,,Excellent,,Female,,Positive,6.53,,,9.94,Yes,5.5,
,0.76,2.54,23,9.46,tech.csv,,,USER-00251,Low,,Yes,,Poor,,Male,,Negative,6.64,,,9.57,No,1.18,
,0.29,1.49,47,6.23,tech.csv,,,USER-00252,Medium,,Yes,,Fair,,Male,,Neutral,5.62,,,3.46,Yes,2.98,
,2.34,6.46,39,4.81,tech.csv,,,USER-00253,Medium,,Yes,,Poor,,Other,,Negative,8.19,,,10.81,Yes,2.34,
,1.45,1.08,48,9.77,tech.csv,,,USER-00254,Low,,No,,Good,,Other,,Neutral,8.07,,,10.11,No,6.63,
,4.46,2.56,31,5.96,tech.csv,,,USER-00255,Medium,,No,,Poor,,Male,,Positive,4.82,,,2.58,No,1.9,
,0.29,9.05,55,9.36,tech.csv,,,USER-00256,Medium,,Yes,,Poor,,Female,,Neutral,4.12,,,7.88,No,5.39,
,4.37,8.11,21,3.01,tech.csv,,,USER-00257,High,,Yes,,Good,,Other,,Negative,6.09,,,6.22,Yes,3.98,
,0.81,4.82,19,12.94,tech.csv,,,USER-00258,Medium,,No,,Good,,Female,,Positive,4.49,,,10.09,Yes,0.9,
,2.2,3.71,25,5.24,tech.csv,,,USER-00259,High,,No,,Fair,,Other,,Positive,5.43,,,9.9,No,5.54,
,1.35,1.46,63,8.69,tech.csv,,,USER-00260,Medium,,Yes,,Good,,Other,,Neutral,5.79,,,1.07,No,3.39,
,0.36,3.95,49,6.36,tech.csv,,,USER-00261,Low,,Yes,,Excellent,,Male,,Neutral,4.17,,,7.35,Yes,4.11,
,1.78,7.33,27,13.56,tech.csv,,,USER-00262,Medium,,No,,Good,,Male,,Positive,8.53,,,1.22,Yes,7.33,
,3.54,2.74,27,1.59,tech.csv,,,USER-00263,Medium,,Yes,,Poor,,Male,,Neutral,7.59,,,3.03,Yes,0.39,
,4.64,5.97,20,1.19,tech.csv,,,USER-00264,Medium,,No,,Good,,Male,,Positive,8.14,,,6.86,Yes,5.16,
,4.65,1.78,58,2.69,tech.csv,,,USER-00265,High,,No,,Excellent,,Other,,Positive,5.2,,,11.79,Yes,5.57,
,0.14,8.75,61,6.21,tech.csv,,,USER-00266,High,,No,,Poor,,Male,,Negative,7.46,,,3.13,No,1.94,
,2.73,0.61,22,7.26,tech.csv,,,USER-00267,Medium,,Yes,,Excellent,,Female,,Negative,7.01,,,5.88,No,1.84,
,1.56,0.29,22,3.1,tech.csv,,,USER-00268,Low,,No,,Fair,,Other,,Positive,7.45,,,10.29,No,0.93,
,0.72,9.3,62,5.14,tech.csv,,,USER-00269,High,,Yes,,Good,,Other,,Neutral,7.1,,,3.78,No,3.58,
,4.51,9.32,64,13.43,tech.csv,,,USER-00270,Medium,,No,,Good,,Other,,Negative,5.26,,,9.84,No,1.13,
,1.27,9.69,34,11.44,tech.csv,,,USER-00271,Low,,No,,Excellent,,Female,,Neutral,5.68,,,5.43,No,4.77,
,2.44,4.16,33,1.57,tech.csv,,,USER-00272,High,,Yes,,Excellent,,Other,,Negative,5.21,,,6.29,Yes,0.65,
,4.71,2.52,39,10.28,tech.csv,,,USER-00273,Low,,No,,Good,,Male,,Positive,6.7,,,4.1,No,2.82,
,2.42,1.07,23,6.18,tech.csv,,,USER-00274,Medium,,No,,Excellent,,Male,,Neutral,4.05,,,11.59,Yes,7.87,
,1.61,8.44,34,8.34,tech.csv,,,USER-00275,Medium,,Yes,,Excellent,,Male,,Positive,8.12,,,4.85,Yes,6.26,
,1.58,8.33,33,5.83,tech.csv,,,USER-00276,Medium,,Yes,,Good,,Other,,Negative,6.41,,,11.19,Yes,6.34,
,2.66,9.47,47,2.47,tech.csv,,,USER-00277,High,,No,,Excellent,,Other,,Positive,4.78,,,6.43,Yes,7.89,
,0.02,9.23,38,13.62,tech.csv,,,USER-00278,Medium,,No,,Excellent,,Other,,Neutral,7.04,,,9.86,Yes,1.99,
,2.16,0.47,45,7.5,tech.csv,,,USER-00279,Medium,,No,,Good,,Male,,Neutral,6.78,,,3.04,Yes,5.23,
,2.84,2.84,45,12.73,tech.csv,,,USER-00280,High,,No,,Fair,,Other,,Negative,6.1,,,4.7,No,6.21,
,4.96,1.3,30,7.22,tech.csv,,,USER-00281,Medium,,No,,Excellent,,Male,,Neutral,5.48,,,9.99,Yes,7.06,
,0.55,3.91,51,3.8,tech.csv,,,USER-00282,High,,Yes,,Excellent,,Male,,Neutral,6.52,,,8.94,Yes,1.64,
,2.56,8.67,62,3.01,tech.csv,,,USER-00283,Medium,,No,,Excellent,,Male,,Negative,5.49,,,8.04,Yes,1.04,
,3.71,3.95,56,3.26,tech.csv,,,USER-00284,Low,,Yes,,Poor,,Female,,Positive,5.76,,,1.69,No,6.11,
,2.63,5.13,37,1.3,tech.csv,,,USER-00285,Low,,No,,Poor,,Male,,Negative,6.65,,,1.94,Yes,3.76,
,3.13,3.87,27,9.27,tech.csv,,,USER-00286,High,,No,,Excellent,,Male,,Negative,5.05,,,11.5,No,2.8,
,0.16,1.02,56,10.74,tech.csv,,,USER-00287,Low,,Yes,,Excellent,,Male,,Positive,4.88,,,3.99,No,4.41,
,3.0,1.38,48,5.29,tech.csv,,,USER-00288,Low,,Yes,,Good,,Other,,Negative,7.51,,,4.36,Yes,7.37,
,4.02,4.95,65,12.11,tech.csv,,,USER-00289,High,,Yes,,Good,,Female,,Positive,7.07,,,1.76,Yes,2.33,
,3.69,3.29,57,13.78,tech.csv,,,USER-00290,Low,,No,,Excellent,,Female,,Neutral,6.42,,,3.51,No,2.96,
,1.35,7.19,53,4.5,tech.csv,,,USER-00291,High,,No,,Poor,,Other,,Positive,8.13,,,2.07,No,5.3,
,0.34,1.37,24,3.39,tech.csv,,,USER-00292,Low,,No,,Fair,,Other,,Positive,5.49,,,9.14,Yes,5.31,
,0.89,3.08,25,4.77,tech.csv,,,USER-00293,High,,No,,Good,,Other,,Positive,6.1,,,10.42,Yes,1.47,
,2.14,3.42,64,2.42,tech.csv,,,USER-00294,High,,No,,Excellent,,Other,,Neutral,5.11,,,5.76,Yes,6.52,
,3.3,0.46,42,6.67,tech.csv,,,USER-00295,Low,,No,,Fair,,Male,,Negative,4.75,,,9.41,Yes,1.11,
,3.47,9.31,43,12.92,tech.csv,,,USER-00296,Medium,,No,,Fair,,Other,,Negative,5.7,,,8.58,Yes,1.9,
,3.09,0.85,32,4.71,tech.csv,,,USER-00297,High,,Yes,,Excellent,,Other,,Negative,5.91,,,5.47,Yes,2.44,
,2.18,8.52,18,13.67,tech.csv,,,USER-00298,Low,,No,,Fair,,Other,,Positive,5.97,,,5.93,Yes,3.7,
,4.42,0.28,28,12.6,tech.csv,,,USER-00299,Low,,Yes,,Fair,,Male,,Negative,4.97,,,3.66,No,3.29,
,2.34,8.43,25,6.75,tech.csv,,,USER-00300,Low,,Yes,,Good,,Female,,Positive,4.32,,,9.42,No,0.62,
,0.11,8.58,30,4.24,tech.csv,,,USER-00301,High,,Yes,,Poor,,Female,,Negative,7.56,,,11.78,No,5.32,
,4.92,9.7,27,14.85,tech.csv,,,USER-00302,Low,,No,,Good,,Male,,Positive,5.22,,,4.28,Yes,6.15,
,3.89,0.7,65,2.4,tech.csv,,,USER-00303,Medium,,Yes,,Fair,,Other,,Negative,8.67,,,1.49,No,0.21,
,3.05,2.52,38,2.25,tech.csv,,,USER-00304,Low,,Yes,,Good,,Male,,Negative,8.36,,,7.32,No,3.71,
,4.64,7.34,30,1.89,tech.csv,,,USER-00305,Low,,Yes,,Good,,Other,,Negative,7.71,,,5.61,Yes,3.44,
,2.28,6.87,55,14.86,tech.csv,,,USER-00306,Low,,Yes,,Excellent,,Other,,Negative,8.17,,,7.95,No,7.41,
,4.6,4.86,31,14.32,tech.csv,,,USER-00307,High,,No,,Poor,,Male,,Neutral,7.35,,,10.94,No,2.36,
,2.68,8.16,62,3.94,tech.csv,,,USER-00308,Low,,Yes,,Fair,,Other,,Positive,5.73,,,2.05,No,0.25,
,1.61,0.74,40,8.06,tech.csv,,,USER-00309,Low,,Yes,,Poor,,Other,,Positive,7.54,,,4.17,Yes,6.47,
,1.25,2.2,34,2.95,tech.csv,,,USER-00310,Medium,,No,,Fair,,Male,,Negative,8.64,,,3.18,No,1.73,
,3.46,1.86,55,6.05,tech.csv,,,USER-00311,High,,Yes,,Fair,,Other,,Positive,4.99,,,10.14,Yes,4.93,
,3.26,7.54,46,5.16,tech.csv,,,USER-00312,High,,Yes,,Excellent,,Male,,Positive,4.76,,,1.63,No,7.78,
,2.08,0.48,25,4.06,tech.csv,,,USER-00313,Medium,,No,,Fair,,Female,,Negative,6.15,,,6.3,No,7.1,
,1.06,3.27,20,11.5,tech.csv,,,USER-00314,Low,,No,,Good,,Female,,Positive,8.35,,,3.92,No,7.35,
,0.74,6.77,45,6.62,tech.csv,,,USER-00315,Low,,No,,Fair,,Male,,Neutral,4.38,,,4.99,Yes,7.48,
,4.64,0.35,62,2.86,tech.csv,,,USER-00316,High,,Yes,,Good,,Male,,Positive,5.44,,,10.56,No,0.97,
,2.44,7.88,48,5.0,tech.csv,,,USER-00317,Medium,,Yes,,Good,,Other,,Positive,8.52,,,3.43,No,4.94,
,0.8,9.55,28,11.85,tech.csv,,,USER-00318,Low,,Yes,,Fair,,Male,,Neutral,7.95,,,7.43,Yes,7.58,
,3.02,2.44,56,5.51,tech.csv,,,USER-00319,Low,,No,,Excellent,,Male,,Positive,6.82,,,11.93,Yes,4.55,
,2.04,2.68,62,3.78,tech.csv,,,USER-00320,Medium,,No,,Good,,Female,,Positive,5.68,,,8.8,Yes,0.13,
,0.96,2.81,63,11.52,tech.csv,,,USER-00321,High,,No,,Fair,,Male,,Negative,4.32,,,6.39,No,5.49,
,3.12,0.59,40,1.85,tech.csv,,,USER-00322,Low,,No,,Poor,,Male,,Positive,5.88,,,7.49,Yes,4.95,
,1.2,9.08,60,13.12,tech.csv,,,USER-00323,High,,No,,Fair,,Female,,Positive,7.48,,,6.11,No,5.99,
,0.18,3.73,65,10.38,tech.csv,,,USER-00324,Medium,,Yes,,Excellent,,Female,,Positive,8.86,,,7.75,No,4.62,
,1.65,6.81,46,3.46,tech.csv,,,USER-00325,Low,,Yes,,Excellent,,Male,,Neutral,4.74,,,7.84,No,1.3,
,4.62,4.4,58,12.85,tech.csv,,,USER-00326,Medium,,Yes,,Excellent,,Other,,Positive,8.51,,,10.3,No,3.82,
,2.94,7.94,61,5.03,tech.csv,,,USER-00327,Low,,No,,Excellent,,Male,,Neutral,7.88,,,6.77,No,1.7,
,1.92,6.64,32,4.03,tech.csv,,,USER-00328,Medium,,No,,Poor,,Other,,Neutral,5.97,,,3.99,Yes,0.47,
,2.96,0.9,51,2.33,tech.csv,,,USER-00329,Low,,Yes,,Excellent,,Female,,Neutral,4.58,,,5.81,No,3.55,
,0.74,8.34,58,7.78,tech.csv,,,USER-00330,Medium,,Yes,,Fair,,Female,,Neutral,7.66,,,10.45,No,1.91,
,0.47,6.0,25,13.67,tech.csv,,,USER-00331,High,,No,,Excellent,,Female,,Positive,7.42,,,2.14,Yes,2.67,
,0.03,3.07,43,8.49,tech.csv,,,USER-00332,Medium,,No,,Fair,,Other,,Negative,8.56,,,10.34,Yes,6.18,
,4.04,4.13,27,11.27,tech.csv,,,USER-00333,Medium,,No,,Good,,Male,,Negative,8.68,,,10.29,No,1.57,
,3.99,3.15,23,3.73,tech.csv,,,USER-00334,Low,,No,,Excellent,,Other,,Negative,7.0,,,9.46,Yes,0.49,
,3.19,7.34,50,9.41,tech.csv,,,USER-00335,Medium,,Yes,,Poor,,Male,,Negative,4.58,,,6.73,No,7.2,
,1.42,9.95,55,4.54,tech.csv,,,USER-00336,High,,No,,Fair,,Other,,Negative,5.31,,,4.46,No,4.26,
,1.81,9.52,39,1.49,tech.csv,,,USER-00337,Low,,Yes,,Excellent,,Female,,Negative,6.31,,,4.49,Yes,5.76,
,0.46,8.95,29,13.34,tech.csv,,,USER-00338,Medium,,No,,Fair,,Male,,Positive,6.8,,,4.1,Yes,1.21,
,3.03,3.23,35,8.48,tech.csv,,,USER-00339,High,,Yes,,Fair,,Male,,Positive,4.37,,,5.44,No,0.64,
,1.19,8.59,20,2.39,tech.csv,,,USER-00340,High,,Yes,,Poor,,Male,,Negative,8.0,,,6.66,No,2.54,
,3.88,6.39,41,7.52,tech.csv,,,USER-00341,High,,Yes,,Good,,Other,,Neutral,4.33,,,7.36,No,7.92,
,2.82,6.86,51,4.93,tech.csv,,,USER-00342,Low,,No,,Fair,,Other,,Negative,7.94,,,3.71,No,3.91,
,4.62,4.46,21,10.86,tech.csv,,,USER-00343,Medium,,No,,Excellent,,Other,,Negative,4.4,,,4.43,Yes,5.02,
,4.96,9.83,39,7.49,tech.csv,,,USER-00344,High,,Yes,,Poor,,Male,,Negative,4.07,,,4.26,Yes,7.53,
,1.06,5.89,20,6.03,tech.csv,,,USER-00345,Low,,No,,Poor,,Other,,Neutral,5.61,,,11.48,Yes,4.16,
,1.65,1.16,25,11.84,tech.csv,,,USER-00346,Low,,Yes,,Good,,Other,,Negative,5.32,,,4.61,Yes,3.13,
,4.4,9.09,56,2.65,tech.csv,,,USER-00347,Low,,Yes,,Poor,,Male,,Negative,8.89,,,4.72,Yes,1.15,
,4.16,6.15,54,2.47,tech.csv,,,USER-00348,Low,,Yes,,Poor,,Female,,Neutral,7.57,,,6.7,Yes,2.03,
,4.17,3.08,35,8.22,tech.csv,,,USER-00349,Medium,,No,,Good,,Other,,Negative,8.08,,,6.26,No,3.95,
,0.88,4.75,55,13.36,tech.csv,,,USER-00350,Medium,,No,,Poor,,Female,,Negative,6.82,,,7.55,No,1.15,
,3.52,6.61,60,12.71,tech.csv,,,USER-00351,High,,Yes,,Poor,,Female,,Positive,6.85,,,4.74,No,7.74,
,0.56,2.93,32,2.63,tech.csv,,,USER-00352,Medium,,Yes,,Poor,,Female,,Neutral,6.55,,,11.85,Yes,5.8,
,1.42,0.67,28,11.91,tech.csv,,,USER-00353,High,,Yes,,Fair,,Other,,Negative,5.02,,,11.53,No,5.13,
,0.39,2.83,65,3.28,tech.csv,,,USER-00354,High,,No,,Excellent,,Male,,Neutral,8.62,,,3.81,No,0.26,
,2.23,5.34,20,9.03,tech.csv,,,USER-00355,High,,Yes,,Poor,,Male,,Negative,7.87,,,6.27,No,4.99,
,3.32,7.03,24,10.11,tech.csv,,,USER-00356,High,,Yes,,Good,,Other,,Positive,7.37,,,3.12,Yes,6.83,
,0.39,0.09,27,7.47,tech.csv,,,USER-00357,High,,Yes,,Good,,Male,,Negative,4.61,,,3.38,Yes,0.04,
,2.56,2.56,21,6.69,tech.csv,,,USER-00358,High,,Yes,,Fair,,Other,,Positive,4.2,,,7.71,Yes,7.41,
,4.46,2.67,41,13.34,tech.csv,,,USER-00359,High,,No,,Fair,,Other,,Positive,6.65,,,11.63,No,5.67,
,3.3,0.58,37,11.77,tech.csv,,,USER-00360,High,,Yes,,Excellent,,Male,,Negative,7.31,,,1.17,Yes,4.36,
,0.89,2.73,23,14.2,tech.csv,,,USER-00361,High,,Yes,,Good,,Other,,Positive,7.68,,,8.64,No,2.12,
,4.83,4.35,25,6.41,tech.csv,,,USER-00362,Low,,Yes,,Excellent,,Other,,Neutral,4.74,,,1.26,Yes,0.21,
,3.89,6.85,59,8.26,tech.csv,,,USER-00363,Low,,Yes,,Excellent,,Other,,Negative,8.45,,,3.29,Yes,5.77,
,3.66,1.51,45,4.83,tech.csv,,,USER-00364,High,,Yes,,Fair,,Other,,Negative,8.92,,,4.01,No,0.11,
,4.54,1.36,48,12.82,tech.csv,,,USER-00365,High,,Yes,,Fair,,Female,,Positive,5.36,,,7.86,No,1.98,
,2.84,0.55,32,13.13,tech.csv,,,USER-00366,Low,,No,,Good,,Female,,Positive,6.09,,,7.01,No,0.01,
,1.85,4.24,22,6.53,tech.csv,,,USER-00367,High,,No,,Good,,Female,,Neutral,6.81,,,9.75,Yes,3.47,
,0.78,4.7,36,6.74,tech.csv,,,USER-00368,High,,No,,Fair,,Male,,Positive,7.28,,,4.53,Yes,7.57,
,0.26,6.66,33,2.37,tech.csv,,,USER-00369,Medium,,No,,Excellent,,Female,,Negative,4.02,,,6.29,No,3.69,
,4.76,3.4,30,6.88,tech.csv,,,USER-00370,High,,Yes,,Poor,,Female,,Positive,5.73,,,11.79,No,3.54,
,1.64,0.27,62,11.72,tech.csv,,,USER-00371,Low,,Yes,,Good,,Male,,Positive,6.64,,,4.92,Yes,3.43,
,1.24,0.96,65,5.32,tech.csv,,,USER-00372,Medium,,Yes,,Fair,,Male,,Neutral,5.95,,,4.34,No,1.95,
,3.07,9.25,57,11.69,tech.csv,,,USER-00373,Low,,Yes,,Excellent,,Female,,Neutral,8.71,,,10.64,Yes,6.12,
,2.5,4.66,64,2.28,tech.csv,,,USER-00374,High,,No,,Poor,,Male,,Neutral,8.81,,,6.73,Yes,3.03,
,0.48,8.24,32,2.25,tech.csv,,,USER-00375,Low,,Yes,,Fair,,Female,,Neutral,8.3,,,5.41,Yes,7.93,
,0.77,0.61,34,6.67,tech.csv,,,USER-00376,Low,,No,,Fair,,Other,,Negative,5.77,,,8.08,Yes,3.5,
,0.53,1.51,59,7.71,tech.csv,,,USER-00377,High,,No,,Poor,,Male,,Negative,5.99,,,3.05,Yes,2.17,
,4.05,1.78,54,5.53,tech.csv,,,USER-00378,Medium,,Yes,,Fair,,Male,,Negative,7.38,,,8.06,No,7.43,
,3.43,2.32,50,4.35,tech.csv,,,USER-00379,Low,,Yes,,Good,,Male,,Positive,4.03,,,9.45,No,4.37,
,4.72,4.94,22,6.18,tech.csv,,,USER-00380,High,,Yes,,Good,,Other,,Neutral,5.41,,,10.27,Yes,3.89,
,2.49,4.3,21,14.18,tech.csv,,,USER-00381,Low,,No,,Poor,,Male,,Neutral,7.91,,,3.94,No,5.14,
,2.67,9.01,34,1.61,tech.csv,,,USER-00382,Medium,,Yes,,Fair,,Male,,Neutral,8.8,,,3.1,Yes,1.29,
,4.13,6.57,30,12.27,tech.csv,,,USER-00383,Low,,No,,Poor,,Other,,Neutral,8.31,,,8.05,Yes,1.18,
,3.0,5.18,60,10.61,tech.csv,,,USER-00384,Low,,Yes,,Poor,,Male,,Negative,6.3,,,9.71,Yes,3.66,
,1.35,0.68,54,6.78,tech.csv,,,USER-00385,Medium,,Yes,,Excellent,,Female,,Positive,4.09,,,7.2,No,7.48,
,4.72,3.08,48,2.52,tech.csv,,,USER-00386,Low,,No,,Poor,,Other,,Neutral,4.27,,,5.91,Yes,7.83,
,2.57,8.23,43,1.45,tech.csv,,,USER-00387,Medium,,Yes,,Poor,,Male,,Negative,8.47,,,1.01,No,0.23,
,0.88,6.5,49,8.6,tech.csv,,,USER-00388,Medium,,No,,Excellent,,Female,,Neutral,5.3,,,2.48,Yes,4.19,
,1.78,3.63,55,7.01,tech.csv,,,USER-00389,Medium,,Yes,,Good,,Male,,Neutral,5.66,,,3.4,No,7.19,
,2.56,0.94,53,1.41,tech.csv,,,USER-00390,High,,Yes,,Excellent,,Other,,Neutral,5.62,,,3.91,No,1.24,
,2.81,2.18,54,5.14,tech.csv,,,USER-00391,High,,Yes,,Fair,,Male,,Negative,5.48,,,6.17,No,4.33,
,3.62,8.74,61,8.09,tech.csv,,,USER-00392,High,,No,,Excellent,,Female,,Positive,6.5,,,5.97,Yes,6.59,
,3.21,1.28,24,5.23,tech.csv,,,USER-00393,Low,,No,,Fair,,Female,,Neutral,8.25,,,2.3,Yes,1.33,
,1.15,3.83,49,7.69,tech.csv,,,USER-00394,High,,No,,Good,,Female,,Positive,5.86,,,11.77,Yes,6.77,
,0.13,8.75,30,13.94,tech.csv,,,USER-00395,Low,,Yes,,Fair,,Male,,Negative,6.98,,,11.01,No,7.09,
,0.18,4.05,28,6.13,tech.csv,,,USER-00396,Medium,,No,,Excellent,,Male,,Positive,8.23,,,7.48,No,2.84,
,3.76,1.15,32,11.85,tech.csv,,,USER-00397,Medium,,No,,Fair,,Female,,Neutral,6.02,,,2.98,No,7.8,
,4.65,7.02,35,12.29,tech.csv,,,USER-00398,Medium,,Yes,,Excellent,,Female,,Neutral,8.33,,,1.34,Yes,4.4,
,3.9,8.95,25,10.22,tech.csv,,,USER-00399,High,,Yes,,Excellent,,Other,,Neutral,5.7,,,11.02,No,3.13,
,4.64,4.44,64,10.67,tech.csv,,,USER-00400,High,,Yes,,Excellent,,Other,,Positive,5.53,,,11.14,Yes,6.65,
